vin_num,year,make,model,trim,body_style,ext_color,int_color,transmission,city_mpg,hwy_mpg,mileage,price,dealership,alert_dt
JTEBU5JRXJ5532721,2018,Toyota,4Runner,TRD Off-Road Premium,Sport Utility,Black,Black,automatic,17,20,66126,38999,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1GCUYDEDXLZ233011,2020,Chevrolet,Silverado 1500,LT,4D Crew Cab,Silver Ice Metallic,Jet Black,automatic,16,22,28163,39991,Ancira Chevy,2021-08-30
3GCPWCED9LG430037,2020,Chevrolet,Silverado 1500,LT,Pickup Crew Cab,Shadow Gray Metallic,Gideon/Very Dark Atmosphere,automatic,17,24,8251,39991,Ancira Nissan,2021-08-30
1FTEW1EP9LKE71038,2020,Ford,F-150,XLT,4D SuperCrew,Oxford White,Medium Earth Gray,automatic,18,23,4206,39991,Ancira Chevy,2021-08-30
3GCPWCED8KG187450,2019,Chevrolet,Silverado 1500,LT Texas Edition,4D Crew Cab,Silver Ice Metallic,Black,automatic,17,23,45972,39991,Ancira Chevy,2021-08-30
3GCPYCEF2KG256421,2019,Chevrolet,Silverado 1500,Custom Trail Boss,4D Crew Cab,Summit White,Black,automatic,15,20,64925,39991,Ancira Chevy,2021-08-30
1GKS1CKJ7HR383461,2017,GMC,Yukon,Denali,4D Sport Utility,Onyx Black,Cocoa/Shale,automatic,15,22,94731,39991,Ancira Chevy,2021-08-30
3GCPWBEH0LG112031,2020,Chevrolet,Silverado 1500,Custom,4D Crew Cab,Summit White,Black,automatic,16,21,16849,39991,Ancira Volkswagen of Laredo,2021-08-30
1FTEW1E4XKFB03416,2019,Ford,F-150,XLT,Crew Cab Pickup,Red,-1,automatic,17,23,45720,39991,Ancira Buick GMC,2021-08-30
2C3CDXGJ0HH618987,2017,Dodge,Charger,R/T Scat Pack,4D Sedan,Destroyer Gray Clearcoat,Black,automatic,15,25,53794,39991,Ancira Chevy,2021-08-30
JN8AY2ND4K9085285,2019,Nissan,Armada,SL,SUV,Pearl White Tricoat,Charcoal,automatic,14,19,30727,39991,Ancira Nissan,2021-08-30
1FA6P8CF4L5186465,2020,Ford,Mustang,GT,Coupe,Kona Blue,Ebony,automatic,16,25,5736,39991,Ancira Nissan,2021-08-30
3GCPWBEH4MG145535,2021,Chevrolet,Silverado 1500,Custom,4D Crew Cab,Gray,Black,automatic,16,21,11644,39991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
1GCPWCED5KZ112933,2019,Chevrolet,Silverado 1500,LT Texas Edition,4D Crew Cab,Havana Brown Metallic,Black,automatic,17,23,37077,40491,Ancira Chevy,2021-08-30
1GC1KXC88EF150015,2014,Chevrolet,Silverado 2500HD,LT,Pickup Crew Cab,Silver Ice Metallic,Ebony,automatic,0,0,53687,40899,Ancira Nissan,2021-08-30
5TFHW5F12GX541759,2016,Toyota,Tundra,Limited CrewMax,4D CrewMax,Black,Black,automatic,13,17,60234,40991,Ancira Chevy,2021-08-30
1FMJU1HT5JEA30298,2018,Ford,Expedition,XLT,SUV,White Gold,Medium Stone,automatic,17,24,61655,40991,Ancira Nissan,2021-08-30
3GTP1NEC9JG193130,2018,GMC,Sierra 1500,SLT,Pickup Crew Cab,Summit White,Cocoa/Dune,automatic,16,23,19464,40997,Ancira Chrysler Jeep Dodge Ram,2021-08-30
JTJBM7FX4J5188694,2018,Lexus,GX,460,Sport Utility,Silver,-1,automatic,15,18,33508,41491,Ancira Buick GMC,2021-08-30
3GCUKSEC9HG216334,2017,Chevrolet,Silverado 1500,LTZ,Pickup Crew Cab,Iridescent Pearl Tricoat,Cocoa/Dune,automatic,15,20,60986,41521,Ancira Nissan,2021-08-30
1FTEW1E42LFA38014,2020,Ford,F-150,XL,Crew Cab Pickup,Black,Black,automatic,16,22,23473,41646,Ancira Chrysler Jeep Dodge Ram,2021-08-30
3GTU2PEC0HG280744,2017,GMC,Sierra 1500,Denali,4D Crew Cab,White Frost Tricoat,Cocoa/Dune,automatic,15,21,83250,41691,Ancira Chevy,2021-08-30
1GCGTEEN7L1105687,2020,Chevrolet,Colorado,ZR2,Crew Cab Pickup,Silver Ice Metallic,Jet Black,automatic,16,18,25590,41773,Ancira Buick GMC,2021-08-30
1C4RDHDGXMC715762,2021,Dodge,Durango,GT,4D Sport Utility,Red,Black,automatic,19,26,2861,41791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
1C6RREFT9MN768071,2021,RAM,1500,Lone Star,Crew Cab,Granite Crystal Metallic Clearcoat,Black,automatic,15,22,741,41988,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1GCPWCED2LZ165221,2020,Chevrolet,Silverado 1500,LT,4D Crew Cab,Satin Steel Metallic,Gideon/Very Dark Atmosphere,automatic,17,23,30486,41991,Ancira Chevy,2021-08-30
1GNSCCKC3HR159182,2017,Chevrolet,Tahoe,Premier,4D Sport Utility,Iridescent Pearl Tricoat,Cocoa/Dune,automatic,16,23,87449,41991,Ancira Chevy,2021-08-30
5TFEM5F11KX142942,2019,Toyota,Tundra,SR5 4.6L V8,4D CrewMax,White,Graphite,automatic,15,19,27358,41991,Ancira Chevy,2021-08-30
1C6SRFFT1KN624017,2019,RAM,1500,Big Horn/Lone Star,4D Crew Cab,Gray,Diesel Gray/Black,automatic,19,24,39673,42791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
JN8AY2ND9LX015908,2020,Nissan,Armada,SL,4D Sport Utility,Gun Metallic,Black,automatic,14,19,18555,42991,Ancira Chevy,2021-08-30
1C6SRFFT8LN105323,2020,RAM,1500,Big Horn/Lone Star,4D Crew Cab,Flame Red Clearcoat,Black,automatic,19,24,62659,42991,Ancira Chevy,2021-08-30
3GTP8CED4LG132943,2020,GMC,Sierra 1500,Elevation,Pickup Crew Cab,Dark Sky Metallic,Jet Black,automatic,17,23,25509,42999,Ancira Kia,2021-08-30
3GCPWCED9LG385648,2020,Chevrolet,Silverado 1500,LT Texas Edition,4D Crew Cab,Black,Black,automatic,17,23,20608,43491,Ancira Chevy,2021-08-30
1C4HJXEG7JW175374,2018,Jeep,Wrangler Unlimited,Sahara,Convertible,Black Clearcoat,Black,automatic,18,23,28250,43498,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1FTEW1E54KKE60073,2019,Ford,F-150,XLT,Crew Cab Pickup,Silver Spruce Metallic,Gray,automatic,16,22,17843,43500,Ancira Chrysler Jeep Dodge Ram,2021-08-30
2C3CDZFJ1KH694674,2019,Dodge,Challenger,R/T Scat Pack,2dr Car,Pitch Black Clearcoat,Black,automatic,15,24,6141,43798,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1FTEW1EG0HFA25036,2017,Ford,F-150,King Ranch,4D SuperCrew,White Platinum,Java,automatic,16,22,34836,43971,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
1C6SRFFT1LN420626,2020,RAM,1500,Big Horn,Crew Cab,Bright White Clearcoat,Black,automatic,15,21,22549,43988,Ancira Chrysler Jeep Dodge Ram,2021-08-30
3C6UR5DL1GG347584,2016,RAM,2500,Lone Star,Crew Cab Pickup,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,automatic,0,0,92687,43988,Ancira Volkswagen of San Antonio,2021-08-30
1C6JJTBG1LL138928,2020,Jeep,Gladiator,Rubicon,4D Crew Cab,Bright White Clearcoat,Black,automatic,17,22,35280,43991,Ancira Chevy,2021-08-30
5TFDW5F16HX658924,2017,Toyota,Tundra,TRD Pro,4D CrewMax,Silver,Black,automatic,13,17,74855,43991,Ancira Volkswagen of Laredo,2021-08-30
3C6UR5CJ2KG641021,2019,RAM,2500,Tradesman,Crew Cab,Bright White Clearcoat,Black,automatic,0,0,29298,44298,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1C6SRFJT7KN504231,2019,RAM,1500,Laramie,Crew Cab,Billet Silver Metallic Clearcoat,Black,automatic,15,21,40488,44448,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1GC1KWEG0FF195434,2015,Chevrolet,Silverado 2500HD,LTZ,4D Crew Cab,Black,jet black,automatic,0,0,83469,44491,Ancira Chevy,2021-08-30
2T2BZMCA5KC178551,2019,Lexus,RX,RX 350 F SPORT,SUV,Atomic Silver,Rioja Red,automatic,19,26,27464,44691,Ancira Nissan,2021-08-30
2C3CDZFJ2LH218077,2020,Dodge,Challenger,R/T Scat Pack,2dr Car,Torred Clearcoat,Black,automatic,15,24,19909,44998,Ancira Chrysler Jeep Dodge Ram,2021-08-30
3GTU2NEJ3JG518398,2018,GMC,Sierra 1500,SLT,Pickup Crew Cab,Summit White,Jet Black,automatic,15,20,24847,45597,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1GNSKHKC9JR113491,2018,Chevrolet,Suburban,LT,4D Sport Utility,Silver Ice Metallic,Jet Black/Dark Ash,automatic,15,22,80845,45991,Ancira Chevy,2021-08-30
1GC1KWEG4JF143703,2018,Chevrolet,Silverado 2500HD,LTZ,4D Crew Cab,Black,Jet Black,automatic,0,0,109642,45991,Ancira Chevy,2021-08-30
3GCUWDED8KG246764,2019,Chevrolet,Silverado 1500,RST,Pickup Crew Cab,Oakwood Metallic,Jet Black,automatic,17,23,24523,45991,Ancira Buick GMC,2021-08-30
1FTEW1EG3HFB21260,2017,Ford,F-150,King Ranch,Crew Cab Pickup,White Platinum Metallic Tri-Coat,Medium Light Camel,automatic,15,21,38663,45991,Ancira Buick GMC,2021-08-30
1FT7W2BT6HEB28368,2017,Ford,F-250SD,Lariat,4D Crew Cab,White Platinum Metallic Tri-Coat,Black,automatic,0,0,145329,46497,Ancira Ford Floresville,2021-08-30
1G1FH1R72L0149273,2020,Chevrolet,Camaro,SS 2SS,2D Coupe,White,Tan,automatic,16,27,12446,46971,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
1GC1KTEY2KF114208,2019,Chevrolet,Silverado 2500HD,LTZ,4D Crew Cab,Summit White,Black,automatic,0,0,151709,46997,Ancira Ford Floresville,2021-08-30
5TFCZ5AN7KX193929,2019,Toyota,Tacoma 4WD,TRD Pro,Crew Cab Pickup,Super White,Black,automatic,18,22,22694,47440,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1FMJU1HT9KEA39877,2019,Ford,Expedition,XLT,SUV,Stone Gray,Medium Stone,automatic,17,24,16208,47990,Ancira Nissan,2021-08-30
3GCUKTEJ4JG366717,2018,Chevrolet,Silverado 1500,High Country,4D Crew Cab,Deep Ocean Blue Metallic,Saddle,automatic,15,20,18403,48991,Ancira Chevy,2021-08-30
1C6SRFFT3MN670421,2021,RAM,1500,Big Horn,Crew Cab,Maximum Steel Metallic Clearcoat,Black,automatic,15,21,4795,48998,Ancira Chrysler Jeep Dodge Ram,2021-08-30
4JGDF6EE2JB136817,2018,Mercedes-Benz,GLS,GLS 450,Sport Utility,Black,Black,automatic,17,22,43391,48999,Ancira Kia,2021-08-30
3GCUYEED3LG219246,2020,Chevrolet,Silverado 1500,RST,4D Crew Cab,Black,Jet Black,automatic,16,22,18169,49491,Ancira Chevy,2021-08-30
1C6RREJTXLN353962,2020,RAM,1500,Laramie,4D Crew Cab,Ivory White Tri-Coat Pearlcoat,Black,automatic,20,25,9141,49991,Ancira Chevy,2021-08-30
3GTP8DED6LG142010,2020,GMC,Sierra 1500,SLT,4D Crew Cab,Satin Steel Metallic,Jet Black,automatic,17,24,28598,49991,Ancira Chevy,2021-08-30
1FT7W2BT3JEB59339,2018,Ford,F-250SD,XL,4D Crew Cab,Oxford White,Medium Earth Gray,automatic,0,0,75497,49991,Ancira Chevy,2021-08-30
JN8AZ2NF1K9685695,2019,INFINITI,QX80,LUXE,Sport Utility,Black Obsidian,Graphite,automatic,14,20,31000,50999,Ancira Kia,2021-08-30
3C6TR5EJ2JG314464,2018,RAM,2500,Power Wagon,Crew Cab,Flame Red Clearcoat,Diesel Gray/Black,automatic,0,0,36347,52988,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1C6SRFHT2KN759620,2019,RAM,1500,Limited,Crew Cab,Granite Crystal Metallic Clearcoat,Black,automatic,15,21,35272,52988,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1N6AA1ED8MN505261,2021,Nissan,Titan,PRO-4X,Crew Cab Pickup,Super Black,Black,automatic,15,20,6209,52991,Ancira Nissan,2021-08-30
3GTU9DET5LG282315,2020,GMC,Sierra 1500,SLT,Pickup Crew Cab,Quicksilver Metallic,Jet Black,automatic,22,26,28839,53498,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1FMJU1HT4LEA13673,2020,Ford,Expedition,XLT,4D Sport Utility,Bronze,Ebony,automatic,17,23,9753,54591,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
1GTU9FEL7KZ423802,2019,GMC,Sierra 1500,Denali,Pickup Crew Cab,Satin Steel Metallic,Jet Black,automatic,15,20,34257,54991,Ancira Buick GMC,2021-08-30
1GC4KXEY4KF196706,2019,Chevrolet,Silverado 3500HD,LTZ,4D Crew Cab,Havana Brown Metallic,Cocoa/Dune,automatic,0,0,96388,54997,Ancira Ford Floresville,2021-08-30
1FMJU1LT3JEA40917,2018,Ford,Expedition,Platinum,SUV,White Platinum,Medium Soft Ceramic,automatic,17,24,33487,55991,Ancira Nissan,2021-08-30
1FTEW1E59KFA61412,2019,Ford,F-150,King Ranch,4D SuperCrew,Black,Camelback,automatic,16,22,20906,56591,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-30
3GCPYFED1MG252752,2021,Chevrolet,Silverado 1500,LT Trail Boss,4D Crew Cab,Silver Ice Metallic,Jet Black,automatic,16,21,450,56991,Ancira Chevy,2021-08-30
1FT7W2BT8GEB14096,2016,Ford,F-250SD,King Ranch,4D Crew Cab,Brown,Adobe,automatic,0,0,52001,56991,Ancira Chevy,2021-08-30
1C6SRFHT6LN112025,2020,RAM,1500,Limited,Crew Cab Pickup,Billet Silver Metallic Clearcoat,Indigo/Frost,automatic,15,21,17109,57982,Ancira Buick GMC,2021-08-30
1FT8W3BT6KEC97050,2019,Ford,Super Duty F-350 SRW,Limited,Crew Cab Pickup,-1,-1,automatic,0,0,110069,57991,Ancira Buick GMC,2021-08-30
1FT7W2BT8HEB75885,2017,Ford,Super Duty F-250 SRW,Platinum,Crew Cab Pickup,Shadow Black,Black,automatic,0,0,118301,58221,Ancira Nissan,2021-08-30
1FT8W3BT1KEG41254,2019,Ford,F-350SD,XL,4D Crew Cab,Ingot Silver,Medium Earth Gray,automatic,0,0,41617,58981,Ancira Ford Floresville,2021-08-30
1FT8W3BT4HEF36149,2017,Ford,F-350SD,Lariat,4D Crew Cab,White Platinum,Black,automatic,0,0,89201,58991,Ancira Ford Floresville,2021-08-30
1G1YB2D75K5111187,2019,Chevrolet,Corvette,Stingray 1LT,2D Coupe,Elkhart Lake Blue Metallic,Jet Black,automatic,15,25,19051,59991,Ancira Chevy,2021-08-30
1GTU9FEL2KZ216959,2019,GMC,Sierra 1500,Denali,Pickup Crew Cab,Pacific Blue Metallic,Jet Black,automatic,15,20,10675,59991,Ancira Buick GMC,2021-08-30
1FT8W3DT6JEB18890,2018,Ford,F-350SD,Lariat DRW,4D Crew Cab,Oxford White,Camel,automatic,0,0,62407,64997,Ancira Ford Floresville,2021-08-30
1FT7W2BT2LED20542,2020,Ford,Super Duty F-250 SRW,Lariat,Crew Cab Pickup,Silver,-1,automatic,0,0,33900,66991,Ancira Buick GMC,2021-08-30
1FT8W3BT9HEF11246,2017,Ford,F-350SD,King Ranch,4D Crew Cab,White Gold,Java,automatic,0,0,76053,67997,Ancira Ford Floresville,2021-08-30
1FT8W3BT7KED81717,2019,Ford,Super Duty F-350 SRW,Lariat,Crew Cab Pickup,White,-1,automatic,0,0,25220,68991,Ancira Buick GMC,2021-08-30
3C63RRJL8JG339366,2018,RAM,3500,Laramie,Crew Cab,Pearl White,Black,automatic,0,0,19502,69597,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1FT8W4DTXHEB14700,2017,Ford,F-450SD,King Ranch DRW,4D Crew Cab,Blue Jeans Metallic,Java,automatic,0,0,67431,69997,Ancira Ford Floresville,2021-08-30
3C6UR5NL8LG147293,2020,RAM,2500,Laramie,Mega Cab,Bright White Clearcoat,Black,automatic,0,0,25180,69998,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1FT8W3BT3KEF80635,2019,Ford,F-350SD,Lariat,4D Crew Cab,Ingot Silver,Black / Dark Marsala,automatic,0,0,20258,71997,Ancira Ford Floresville,2021-08-30
1FT8W3BT5LEC19604,2020,Ford,F-350SD,King Ranch,4D Crew Cab,White,Java,automatic,0,0,69836,73997,Ancira Ford Floresville,2021-08-30
1FT8W2BT3MEC87802,2021,Ford,Super Duty F-250 SRW,LARIAT,Crew Cab Pickup,White,Black,automatic,0,0,11085,77498,Ancira Chrysler Jeep Dodge Ram,2021-08-30
1GT19REY4MF178669,2021,GMC,Sierra 2500HD,Denali,4D Crew Cab,Black,Jet Black,automatic,0,0,8889,80491,Ancira Chevy,2021-08-30
1FT8W4DT2KED52189,2019,Ford,F-450SD,Platinum DRW,4D Crew Cab,Black,Black / Dark Marsala,automatic,0,0,42887,83977,Ancira Ford Floresville,2021-08-30
3VW2B7AJ8HM348427,2017,Volkswagen,Jetta,1.4T S,4D Sedan,Gray,Titan Black,automatic,28,38,25501,-1,Ancira Volkswagen of Laredo,2021-08-30
5TDZZRAH3LS512794,2020,Toyota,Highlander,L,4D Sport Utility,Blizzard Pearl,Gray,automatic,21,29,25587,-1,Ancira Volkswagen of Laredo,2021-08-30
3N1AB7AP9FY336380,2015,Nissan,Sentra,SR,4dr Car,Aspen White,Charcoal,automatic,29,39,43710,-1,Ancira Volkswagen of Laredo,2021-08-30
1GCGSCE32G1248350,2016,Chevrolet,Colorado,2WD LT,Crew Cab Pickup,Black,Jet Black,automatic,18,26,117627,-1,Ancira Volkswagen of Laredo,2021-08-30
5N1AR2MN6DC689800,2013,Nissan,Pathfinder,S,4D Sport Utility,Super Black Metallic,charcoal,automatic,20,26,73825,-1,Ancira Volkswagen of Laredo,2021-08-30
